userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000118557	PMFBP1	polyamine modulated factor 1 binding protein 1	83449	https://www.ncbi.nlm.nih.gov/gene/?term=83449
ENSG00000164932	CTHRC1	collagen triple helix repeat containing 1	115908	https://www.ncbi.nlm.nih.gov/gene/?term=115908
ENSG00000268089	GABRQ	gamma-aminobutyric acid type A receptor theta subunit	55879	https://www.ncbi.nlm.nih.gov/gene/?term=55879
ENSG00000130032	PRRG3	proline rich and Gla domain 3	79057	https://www.ncbi.nlm.nih.gov/gene/?term=79057
ENSG00000182459	TEX19	testis expressed 19	400629	https://www.ncbi.nlm.nih.gov/gene/?term=400629
ENSG00000147485	PXDNL	peroxidasin like	137902	https://www.ncbi.nlm.nih.gov/gene/?term=137902
ENSG00000160211	G6PD	glucose-6-phosphate dehydrogenase	2539	https://www.ncbi.nlm.nih.gov/gene/?term=2539
ENSG00000137825	ITPKA	inositol-trisphosphate 3-kinase A	3706	https://www.ncbi.nlm.nih.gov/gene/?term=3706
ENSG00000159217	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1	10642	https://www.ncbi.nlm.nih.gov/gene/?term=10642
ENSG00000183150	GPR19	G protein-coupled receptor 19	2842	https://www.ncbi.nlm.nih.gov/gene/?term=2842
ENSG00000166578	IQCD	IQ motif containing D	115811	https://www.ncbi.nlm.nih.gov/gene/?term=115811
ENSG00000189366	ALG1L	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like	200810	https://www.ncbi.nlm.nih.gov/gene/?term=200810
ENSG00000114646	CSPG5	chondroitin sulfate proteoglycan 5	10675	https://www.ncbi.nlm.nih.gov/gene/?term=10675
ENSG00000221926	TRIM16	tripartite motif containing 16	10626	https://www.ncbi.nlm.nih.gov/gene/?term=10626
ENSG00000189120	SP6	Sp6 transcription factor	80320	https://www.ncbi.nlm.nih.gov/gene/?term=80320
ENSG00000092853	CLSPN	claspin	63967	https://www.ncbi.nlm.nih.gov/gene/?term=63967
ENSG00000100625	SIX4	SIX homeobox 4	51804	https://www.ncbi.nlm.nih.gov/gene/?term=51804
ENSG00000186193	SAPCD2	suppressor APC domain containing 2	89958	https://www.ncbi.nlm.nih.gov/gene/?term=89958
ENSG00000164176	EDIL3	EGF like repeats and discoidin domains 3	10085	https://www.ncbi.nlm.nih.gov/gene/?term=10085
ENSG00000167619	TMEM145	transmembrane protein 145	284339	https://www.ncbi.nlm.nih.gov/gene/?term=284339
ENSG00000102287	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit	2564	https://www.ncbi.nlm.nih.gov/gene/?term=2564
ENSG00000008735	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	23542	https://www.ncbi.nlm.nih.gov/gene/?term=23542
ENSG00000128578	STRIP2	striatin interacting protein 2	57464	https://www.ncbi.nlm.nih.gov/gene/?term=57464
ENSG00000085831	TTC39A	tetratricopeptide repeat domain 39A	22996	https://www.ncbi.nlm.nih.gov/gene/?term=22996
ENSG00000141576	RNF157	ring finger protein 157	114804	https://www.ncbi.nlm.nih.gov/gene/?term=114804
ENSG00000228109	MELTF-AS1	MELTF antisense RNA 1	100507057	https://www.ncbi.nlm.nih.gov/gene/?term=100507057
ENSG00000214290	COLCA2	colorectal cancer associated 2	120376	https://www.ncbi.nlm.nih.gov/gene/?term=120376
ENSG00000278677	HIST1H2AM	histone cluster 1 H2A family member m	8336	https://www.ncbi.nlm.nih.gov/gene/?term=8336
ENSG00000253293	HOXA10	homeobox A10	3206	https://www.ncbi.nlm.nih.gov/gene/?term=3206
ENSG00000151012	SLC7A11	solute carrier family 7 member 11	23657	https://www.ncbi.nlm.nih.gov/gene/?term=23657
ENSG00000100473	COCH	cochlin	1690	https://www.ncbi.nlm.nih.gov/gene/?term=1690
ENSG00000176092	CRYBG2	crystallin beta-gamma domain containing 2	55057	https://www.ncbi.nlm.nih.gov/gene/?term=55057
ENSG00000135324	MRAP2	melanocortin 2 receptor accessory protein 2	112609	https://www.ncbi.nlm.nih.gov/gene/?term=112609
ENSG00000128652	HOXD3	homeobox D3	3232	https://www.ncbi.nlm.nih.gov/gene/?term=3232
ENSG00000232021	LEF1-AS1	LEF1 antisense RNA 1	641518	https://www.ncbi.nlm.nih.gov/gene/?term=641518
ENSG00000053108	FSTL4	follistatin like 4	23105	https://www.ncbi.nlm.nih.gov/gene/?term=23105
ENSG00000169213	RAB3B	RAB3B, member RAS oncogene family	5865	https://www.ncbi.nlm.nih.gov/gene/?term=5865
ENSG00000204832	ST8SIA6-AS1	ST8SIA6 antisense RNA 1	100128098	https://www.ncbi.nlm.nih.gov/gene/?term=100128098
ENSG00000206195	DUXAP8	double homeobox A pseudogene 8	503637	https://www.ncbi.nlm.nih.gov/gene/?term=503637
ENSG00000233539	LOC730338	uncharacterized LOC730338	730338	https://www.ncbi.nlm.nih.gov/gene/?term=730338
ENSG00000101342	TLDC2	TBC/LysM-associated domain containing 2	140711	https://www.ncbi.nlm.nih.gov/gene/?term=140711
ENSG00000146054	TRIM7	tripartite motif containing 7	81786	https://www.ncbi.nlm.nih.gov/gene/?term=81786
ENSG00000129195	PIMREG	PICALM interacting mitotic regulator	54478	https://www.ncbi.nlm.nih.gov/gene/?term=54478
ENSG00000128298	BAIAP2L2	BAI1 associated protein 2 like 2	80115	https://www.ncbi.nlm.nih.gov/gene/?term=80115
ENSG00000206557	TRIM71	tripartite motif containing 71	131405	https://www.ncbi.nlm.nih.gov/gene/?term=131405
ENSG00000182010	RTKN2	rhotekin 2	219790	https://www.ncbi.nlm.nih.gov/gene/?term=219790
ENSG00000198759	EGFL6	EGF like domain multiple 6	25975	https://www.ncbi.nlm.nih.gov/gene/?term=25975
ENSG00000188610	FAM72B	family with sequence similarity 72 member B	653820	https://www.ncbi.nlm.nih.gov/gene/?term=653820
ENSG00000281398	SNHG4	small nucleolar RNA host gene 4	724102	https://www.ncbi.nlm.nih.gov/gene/?term=724102
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1	51176	https://www.ncbi.nlm.nih.gov/gene/?term=51176
ENSG00000170577	SIX2	SIX homeobox 2	10736	https://www.ncbi.nlm.nih.gov/gene/?term=10736
ENSG00000175874	CREG2	cellular repressor of E1A stimulated genes 2	200407	https://www.ncbi.nlm.nih.gov/gene/?term=200407
ENSG00000128250	RFPL1	ret finger protein like 1	5988	https://www.ncbi.nlm.nih.gov/gene/?term=5988
ENSG00000143061	IGSF3	immunoglobulin superfamily member 3	3321	https://www.ncbi.nlm.nih.gov/gene/?term=3321
ENSG00000143512	HHIPL2	HHIP like 2	79802	https://www.ncbi.nlm.nih.gov/gene/?term=79802
ENSG00000107807	TLX1	T cell leukemia homeobox 1	3195	https://www.ncbi.nlm.nih.gov/gene/?term=3195
ENSG00000196196	HRCT1	histidine rich carboxyl terminus 1	646962	https://www.ncbi.nlm.nih.gov/gene/?term=646962
ENSG00000100167	SEPT3	septin 3	55964	https://www.ncbi.nlm.nih.gov/gene/?term=55964
ENSG00000105697	HAMP	hepcidin antimicrobial peptide	57817	https://www.ncbi.nlm.nih.gov/gene/?term=57817
ENSG00000103253	HAGHL	hydroxyacylglutathione hydrolase like	84264	https://www.ncbi.nlm.nih.gov/gene/?term=84264
ENSG00000156535	CD109	CD109 molecule	135228	https://www.ncbi.nlm.nih.gov/gene/?term=135228
ENSG00000133454	MYO18B	myosin XVIIIB	84700	https://www.ncbi.nlm.nih.gov/gene/?term=84700
ENSG00000280924	LINC00628	long intergenic non-protein coding RNA 628	127841	https://www.ncbi.nlm.nih.gov/gene/?term=127841
ENSG00000254654	LOC221122	uncharacterized LOC221122	221122	https://www.ncbi.nlm.nih.gov/gene/?term=221122
ENSG00000112183	RBM24	RNA binding motif protein 24	221662	https://www.ncbi.nlm.nih.gov/gene/?term=221662
ENSG00000125046	SSUH2	ssu-2 homolog (C. elegans)	51066	https://www.ncbi.nlm.nih.gov/gene/?term=51066
ENSG00000128408	RIBC2	RIB43A domain with coiled-coils 2	26150	https://www.ncbi.nlm.nih.gov/gene/?term=26150
ENSG00000133710	SPINK5	serine peptidase inhibitor, Kazal type 5	11005	https://www.ncbi.nlm.nih.gov/gene/?term=11005
ENSG00000279141	LINC01451	long intergenic non-protein coding RNA 1451	401561	https://www.ncbi.nlm.nih.gov/gene/?term=401561
ENSG00000230445	LRRC37A6P	leucine rich repeat containing 37 member A6, pseudogene	387646	https://www.ncbi.nlm.nih.gov/gene/?term=387646
ENSG00000198681	MAGEA1	MAGE family member A1	4100	https://www.ncbi.nlm.nih.gov/gene/?term=4100
ENSG00000154040	CABYR	calcium binding tyrosine phosphorylation regulated	26256	https://www.ncbi.nlm.nih.gov/gene/?term=26256
ENSG00000265692	LINC01970	long intergenic non-protein coding RNA 1970	101929511	https://www.ncbi.nlm.nih.gov/gene/?term=101929511
ENSG00000237978	KCNMB2-AS1	KCNMB2 antisense RNA 1	104797538	https://www.ncbi.nlm.nih.gov/gene/?term=104797538
ENSG00000110881	ASIC1	acid sensing ion channel subunit 1	41	https://www.ncbi.nlm.nih.gov/gene/?term=41
ENSG00000150551	LYPD1	LY6/PLAUR domain containing 1	116372	https://www.ncbi.nlm.nih.gov/gene/?term=116372
ENSG00000132563	REEP2	receptor accessory protein 2	51308	https://www.ncbi.nlm.nih.gov/gene/?term=51308
ENSG00000136231	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	10643	https://www.ncbi.nlm.nih.gov/gene/?term=10643
ENSG00000175793	SFN	stratifin	2810	https://www.ncbi.nlm.nih.gov/gene/?term=2810
ENSG00000116017	ARID3A	AT-rich interaction domain 3A	1820	https://www.ncbi.nlm.nih.gov/gene/?term=1820
ENSG00000175329	ISX	intestine specific homeobox	91464	https://www.ncbi.nlm.nih.gov/gene/?term=91464
ENSG00000158406	HIST1H4H	histone cluster 1 H4 family member h	8365	https://www.ncbi.nlm.nih.gov/gene/?term=8365
ENSG00000188613	NANOS1	nanos C2HC-type zinc finger 1	340719	https://www.ncbi.nlm.nih.gov/gene/?term=340719
ENSG00000145920	CPLX2	complexin 2	10814	https://www.ncbi.nlm.nih.gov/gene/?term=10814
ENSG00000166866	MYO1A	myosin IA	4640	https://www.ncbi.nlm.nih.gov/gene/?term=4640
ENSG00000170166	HOXD4	homeobox D4	3233	https://www.ncbi.nlm.nih.gov/gene/?term=3233
ENSG00000157766	ACAN	aggrecan	176	https://www.ncbi.nlm.nih.gov/gene/?term=176
ENSG00000172031	EPHX4	epoxide hydrolase 4	253152	https://www.ncbi.nlm.nih.gov/gene/?term=253152
ENSG00000181019	NQO1	NAD(P)H quinone dehydrogenase 1	1728	https://www.ncbi.nlm.nih.gov/gene/?term=1728
ENSG00000151025	GPR158	G protein-coupled receptor 158	57512	https://www.ncbi.nlm.nih.gov/gene/?term=57512
ENSG00000135253	KCP	kielin cysteine rich BMP regulator	375616	https://www.ncbi.nlm.nih.gov/gene/?term=375616
ENSG00000121904	CSMD2	CUB and Sushi multiple domains 2	114784	https://www.ncbi.nlm.nih.gov/gene/?term=114784
ENSG00000137857	DUOX1	dual oxidase 1	53905	https://www.ncbi.nlm.nih.gov/gene/?term=53905
ENSG00000144354	CDCA7	cell division cycle associated 7	83879	https://www.ncbi.nlm.nih.gov/gene/?term=83879
ENSG00000199085	MIR148A	microRNA 148a	406940	https://www.ncbi.nlm.nih.gov/gene/?term=406940
ENSG00000205704	LINC00634	long intergenic non-protein coding RNA 634	339674	https://www.ncbi.nlm.nih.gov/gene/?term=339674
ENSG00000167968	DNASE1L2	deoxyribonuclease 1 like 2	1775	https://www.ncbi.nlm.nih.gov/gene/?term=1775
ENSG00000272899	ATP6V1FNB	ATP6V1F neighbor	100130705	https://www.ncbi.nlm.nih.gov/gene/?term=100130705
ENSG00000223855	HRAT92	heart tissue-associated transcript 92	441307	https://www.ncbi.nlm.nih.gov/gene/?term=441307
ENSG00000178776	C5orf46	chromosome 5 open reading frame 46	389336	https://www.ncbi.nlm.nih.gov/gene/?term=389336
ENSG00000069011	PITX1	paired like homeodomain 1	5307	https://www.ncbi.nlm.nih.gov/gene/?term=5307
ENSG00000126562	WNK4	WNK lysine deficient protein kinase 4	65266	https://www.ncbi.nlm.nih.gov/gene/?term=65266
ENSG00000099822	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	610	https://www.ncbi.nlm.nih.gov/gene/?term=610
ENSG00000232677	LINC00665	long intergenic non-protein coding RNA 665	100506930	https://www.ncbi.nlm.nih.gov/gene/?term=100506930
ENSG00000261150	EPPK1	epiplakin 1	83481	https://www.ncbi.nlm.nih.gov/gene/?term=83481
ENSG00000152377	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	6695	https://www.ncbi.nlm.nih.gov/gene/?term=6695
ENSG00000147697	GSDMC	gasdermin C	56169	https://www.ncbi.nlm.nih.gov/gene/?term=56169
ENSG00000213886	UBD	ubiquitin D	10537	https://www.ncbi.nlm.nih.gov/gene/?term=10537
ENSG00000272620	AFAP1-AS1	AFAP1 antisense RNA 1	84740	https://www.ncbi.nlm.nih.gov/gene/?term=84740
ENSG00000136943	CTSV	cathepsin V	1515	https://www.ncbi.nlm.nih.gov/gene/?term=1515
ENSG00000267014	LINC01532	long intergenic non-protein coding RNA 1532	100505835	https://www.ncbi.nlm.nih.gov/gene/?term=100505835
ENSG00000184160	ADRA2C	adrenoceptor alpha 2C	152	https://www.ncbi.nlm.nih.gov/gene/?term=152
ENSG00000088538	DOCK3	dedicator of cytokinesis 3	1795	https://www.ncbi.nlm.nih.gov/gene/?term=1795
ENSG00000150394	CDH8	cadherin 8	1006	https://www.ncbi.nlm.nih.gov/gene/?term=1006
ENSG00000164920	OSR2	odd-skipped related transciption factor 2	116039	https://www.ncbi.nlm.nih.gov/gene/?term=116039
ENSG00000142583	SLC2A5	solute carrier family 2 member 5	6518	https://www.ncbi.nlm.nih.gov/gene/?term=6518
ENSG00000230316	FEZF1-AS1	FEZF1 antisense RNA 1	154860	https://www.ncbi.nlm.nih.gov/gene/?term=154860
ENSG00000108448	TRIM16L	tripartite motif containing 16 like	147166	https://www.ncbi.nlm.nih.gov/gene/?term=147166
ENSG00000148346	LCN2	lipocalin 2	3934	https://www.ncbi.nlm.nih.gov/gene/?term=3934
ENSG00000173267	SNCG	synuclein gamma	6623	https://www.ncbi.nlm.nih.gov/gene/?term=6623
ENSG00000243742	RPLP0P2	ribosomal protein lateral stalk subunit P0 pseudogene 2	113157	https://www.ncbi.nlm.nih.gov/gene/?term=113157
ENSG00000240990	HOXA11-AS	HOXA11 antisense RNA	221883	https://www.ncbi.nlm.nih.gov/gene/?term=221883
ENSG00000163993	S100P	S100 calcium binding protein P	6286	https://www.ncbi.nlm.nih.gov/gene/?term=6286
ENSG00000167210	LOXHD1	lipoxygenase homology domains 1	125336	https://www.ncbi.nlm.nih.gov/gene/?term=125336
ENSG00000196747	HIST1H2AI	histone cluster 1 H2A family member i	8329	https://www.ncbi.nlm.nih.gov/gene/?term=8329
ENSG00000179284	DAND5	DAN domain BMP antagonist family member 5	199699	https://www.ncbi.nlm.nih.gov/gene/?term=199699
ENSG00000197085	NPSR1-AS1	NPSR1 antisense RNA 1	404744	https://www.ncbi.nlm.nih.gov/gene/?term=404744
ENSG00000130821	SLC6A8	solute carrier family 6 member 8	6535	https://www.ncbi.nlm.nih.gov/gene/?term=6535
ENSG00000244227	LRRC77P	leucine rich repeat containing 77, pseudogene	646168	https://www.ncbi.nlm.nih.gov/gene/?term=646168
ENSG00000132031	MATN3	matrilin 3	4148	https://www.ncbi.nlm.nih.gov/gene/?term=4148
ENSG00000081051	AFP	alpha fetoprotein	174	https://www.ncbi.nlm.nih.gov/gene/?term=174
ENSG00000198203	SULT1C2	sulfotransferase family 1C member 2	6819	https://www.ncbi.nlm.nih.gov/gene/?term=6819
ENSG00000152583	SPARCL1	SPARC like 1	8404	https://www.ncbi.nlm.nih.gov/gene/?term=8404
ENSG00000171864	PRND	prion like protein doppel	23627	https://www.ncbi.nlm.nih.gov/gene/?term=23627
ENSG00000173702	MUC13	mucin 13, cell surface associated	56667	https://www.ncbi.nlm.nih.gov/gene/?term=56667
ENSG00000185666	SYN3	synapsin III	8224	https://www.ncbi.nlm.nih.gov/gene/?term=8224
ENSG00000183248	PRR36	proline rich 36	80164	https://www.ncbi.nlm.nih.gov/gene/?term=80164
ENSG00000250286	LOC105371824	uncharacterized LOC105371824	105371824	https://www.ncbi.nlm.nih.gov/gene/?term=105371824
ENSG00000251629	LINC02241	long intergenic non-protein coding RNA 2241	105374676	https://www.ncbi.nlm.nih.gov/gene/?term=105374676
ENSG00000170835	CEL	carboxyl ester lipase	1056	https://www.ncbi.nlm.nih.gov/gene/?term=1056
ENSG00000162004	CCDC78	coiled-coil domain containing 78	124093	https://www.ncbi.nlm.nih.gov/gene/?term=124093
ENSG00000163364	LINC01116	long intergenic non-protein coding RNA 1116	375295	https://www.ncbi.nlm.nih.gov/gene/?term=375295
ENSG00000176920	FUT2	fucosyltransferase 2	2524	https://www.ncbi.nlm.nih.gov/gene/?term=2524
ENSG00000077935	SMC1B	structural maintenance of chromosomes 1B	27127	https://www.ncbi.nlm.nih.gov/gene/?term=27127
ENSG00000169783	LINGO1	leucine rich repeat and Ig domain containing 1	84894	https://www.ncbi.nlm.nih.gov/gene/?term=84894
ENSG00000259823	LYPD8	LY6/PLAUR domain containing 8	646627	https://www.ncbi.nlm.nih.gov/gene/?term=646627
ENSG00000234380	LINC01426	long intergenic non-protein coding RNA 1426	100506385	https://www.ncbi.nlm.nih.gov/gene/?term=100506385
ENSG00000227036	LINC00511	long intergenic non-protein coding RNA 511	400619	https://www.ncbi.nlm.nih.gov/gene/?term=400619
ENSG00000227036	LINC00673	long intergenic non-protein coding RNA 673	100499467	https://www.ncbi.nlm.nih.gov/gene/?term=100499467
ENSG00000253898	LINC01419	long intergenic non-protein coding RNA 1419	103352670	https://www.ncbi.nlm.nih.gov/gene/?term=103352670
ENSG00000106038	EVX1	even-skipped homeobox 1	2128	https://www.ncbi.nlm.nih.gov/gene/?term=2128
ENSG00000116132	PRRX1	paired related homeobox 1	5396	https://www.ncbi.nlm.nih.gov/gene/?term=5396
ENSG00000251574	LOC105379109	uncharacterized LOC105379109	105379109	https://www.ncbi.nlm.nih.gov/gene/?term=105379109
ENSG00000251003	ZFPM2-AS1	ZFPM2 antisense RNA 1	102723356	https://www.ncbi.nlm.nih.gov/gene/?term=102723356
ENSG00000186326	RGS9BP	regulator of G protein signaling 9 binding protein	388531	https://www.ncbi.nlm.nih.gov/gene/?term=388531
ENSG00000105997	HOXA3	homeobox A3	3200	https://www.ncbi.nlm.nih.gov/gene/?term=3200
ENSG00000082196	C1QTNF3	C1q and TNF related 3	114899	https://www.ncbi.nlm.nih.gov/gene/?term=114899
ENSG00000115194	SLC30A3	solute carrier family 30 member 3	7781	https://www.ncbi.nlm.nih.gov/gene/?term=7781
ENSG00000172458	IL17D	interleukin 17D	53342	https://www.ncbi.nlm.nih.gov/gene/?term=53342
ENSG00000226674	TEX41	testis expressed 41	401014	https://www.ncbi.nlm.nih.gov/gene/?term=401014
ENSG00000251450	RASGRF2-AS1	RASGRF2 antisense RNA 1	102524628	https://www.ncbi.nlm.nih.gov/gene/?term=102524628
ENSG00000121075	TBX4	T-box 4	9496	https://www.ncbi.nlm.nih.gov/gene/?term=9496
ENSG00000135638	EMX1	empty spiracles homeobox 1	2016	https://www.ncbi.nlm.nih.gov/gene/?term=2016
ENSG00000213468	FIRRE	firre intergenic repeating RNA element	286467	https://www.ncbi.nlm.nih.gov/gene/?term=286467
ENSG00000274267	HIST1H3B	histone cluster 1 H3 family member b	8358	https://www.ncbi.nlm.nih.gov/gene/?term=8358
ENSG00000233154	LINC01762	long intergenic non-protein coding RNA 1762	101929023	https://www.ncbi.nlm.nih.gov/gene/?term=101929023
ENSG00000225546	LINC02476	long intergenic non-protein coding RNA 2476	105375475	https://www.ncbi.nlm.nih.gov/gene/?term=105375475
ENSG00000158560	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1	1780	https://www.ncbi.nlm.nih.gov/gene/?term=1780
ENSG00000185615	PDIA2	protein disulfide isomerase family A member 2	64714	https://www.ncbi.nlm.nih.gov/gene/?term=64714
ENSG00000227857	LOC101929626	uncharacterized LOC101929626	101929626	https://www.ncbi.nlm.nih.gov/gene/?term=101929626
ENSG00000106483	SFRP4	secreted frizzled related protein 4	6424	https://www.ncbi.nlm.nih.gov/gene/?term=6424
ENSG00000125888	BANF2	barrier to autointegration factor 2	140836	https://www.ncbi.nlm.nih.gov/gene/?term=140836
ENSG00000213759	UGT2B11	UDP glucuronosyltransferase family 2 member B11	10720	https://www.ncbi.nlm.nih.gov/gene/?term=10720
ENSG00000116035	VAX2	ventral anterior homeobox 2	25806	https://www.ncbi.nlm.nih.gov/gene/?term=25806
ENSG00000196091	MYBPC1	myosin binding protein C, slow type	4604	https://www.ncbi.nlm.nih.gov/gene/?term=4604
ENSG00000182389	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4	785	https://www.ncbi.nlm.nih.gov/gene/?term=785
ENSG00000226686	LINC01535	long intergenic non-protein coding RNA 1535	101927667	https://www.ncbi.nlm.nih.gov/gene/?term=101927667
ENSG00000166897	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	114794	https://www.ncbi.nlm.nih.gov/gene/?term=114794
ENSG00000182308	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1	285429	https://www.ncbi.nlm.nih.gov/gene/?term=285429
ENSG00000047617	ANO2	anoctamin 2	57101	https://www.ncbi.nlm.nih.gov/gene/?term=57101
ENSG00000276966	HIST1H4E	histone cluster 1 H4 family member e	8367	https://www.ncbi.nlm.nih.gov/gene/?term=8367
ENSG00000118785	SPP1	secreted phosphoprotein 1	6696	https://www.ncbi.nlm.nih.gov/gene/?term=6696
ENSG00000146755	TRIM50	tripartite motif containing 50	135892	https://www.ncbi.nlm.nih.gov/gene/?term=135892
ENSG00000131094	C1QL1	complement C1q like 1	10882	https://www.ncbi.nlm.nih.gov/gene/?term=10882
ENSG00000133665	DYDC2	DPY30 domain containing 2	84332	https://www.ncbi.nlm.nih.gov/gene/?term=84332
ENSG00000128683	GAD1	glutamate decarboxylase 1	2571	https://www.ncbi.nlm.nih.gov/gene/?term=2571
ENSG00000163888	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2	94032	https://www.ncbi.nlm.nih.gov/gene/?term=94032
ENSG00000233791	LINC01136	long intergenic non-protein coding RNA 1136	730227	https://www.ncbi.nlm.nih.gov/gene/?term=730227
ENSG00000175832	ETV4	ETS variant 4	2118	https://www.ncbi.nlm.nih.gov/gene/?term=2118
